idx	run_id	config_path	out_dir	topology	arch	sparsity_knob	sparsity_value	seed
129	sphere_jumprelu_l0_1e-03_seed0	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_1e-03_seed0.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_1e-03_seed0	sphere	jumprelu	l0_coeff	0.001	0
130	sphere_jumprelu_l0_1e-03_seed1	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_1e-03_seed1.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_1e-03_seed1	sphere	jumprelu	l0_coeff	0.001	1
131	sphere_jumprelu_l0_1e-03_seed2	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_1e-03_seed2.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_1e-03_seed2	sphere	jumprelu	l0_coeff	0.001	2
132	sphere_jumprelu_l0_2e-03_seed0	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_2e-03_seed0.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_2e-03_seed0	sphere	jumprelu	l0_coeff	0.002	0
133	sphere_jumprelu_l0_2e-03_seed1	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_2e-03_seed1.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_2e-03_seed1	sphere	jumprelu	l0_coeff	0.002	1
134	sphere_jumprelu_l0_2e-03_seed2	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_2e-03_seed2.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_2e-03_seed2	sphere	jumprelu	l0_coeff	0.002	2
135	sphere_jumprelu_l0_3e-03_seed0	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_3e-03_seed0.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_3e-03_seed0	sphere	jumprelu	l0_coeff	0.003	0
136	sphere_jumprelu_l0_3e-03_seed1	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_3e-03_seed1.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_3e-03_seed1	sphere	jumprelu	l0_coeff	0.003	1
137	sphere_jumprelu_l0_3e-03_seed2	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_3e-03_seed2.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_3e-03_seed2	sphere	jumprelu	l0_coeff	0.003	2
138	sphere_jumprelu_l0_5e-03_seed0	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_5e-03_seed0.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_5e-03_seed0	sphere	jumprelu	l0_coeff	0.005	0
139	sphere_jumprelu_l0_5e-03_seed1	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_5e-03_seed1.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_5e-03_seed1	sphere	jumprelu	l0_coeff	0.005	1
140	sphere_jumprelu_l0_5e-03_seed2	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_5e-03_seed2.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_5e-03_seed2	sphere	jumprelu	l0_coeff	0.005	2
141	sphere_jumprelu_l0_7e-03_seed0	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_7e-03_seed0.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_7e-03_seed0	sphere	jumprelu	l0_coeff	0.007	0
142	sphere_jumprelu_l0_7e-03_seed1	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_7e-03_seed1.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_7e-03_seed1	sphere	jumprelu	l0_coeff	0.007	1
143	sphere_jumprelu_l0_7e-03_seed2	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/configs/sweep_v1/sphere_jumprelu_l0_7e-03_seed2.yaml	/n/holylabs/mweber_lab/Everyone/cbrownpinilla/sae_topology/results/sweep_v1/sphere/jumprelu/l0_7e-03_seed2	sphere	jumprelu	l0_coeff	0.007	2
